grade,num,subject,question
B,195,국어,"다음 그림은 무엇을 하는 것인지 이야기해 보세요. 가족과 함께 뉴스를 시청하였습니다.
뉴스를 통해 오늘 일어난 새로운 소식들을 알 수 있습니다.
뉴스에서 내일의 날씨를 들었습니다.
텔레비전의 드라마를 시청합니다.
텔레비전 시청을 오래하면 눈이 나빠집니다. 새로운 소식을 뉴스 라고 해요.
텔레비전 방송을 눈으로 보고 귀로 듣는 것을 시청이라고 해요."
B,196,국어,"다음 낱말의 뜻을 바르게 연결하세요. 뉴스  방송을 보고 듣는 것
 시청  새로운 소식"
B,197,국어,다음 문장에서 빈칸에 들어갈 말을 써 보세요. 에서는 우리나라뿐만 아니라 다른 나라의 소식도 전합니다.
B,198,국어,다음 중 빈칸에 ‘시청’이 들어갈 수 없는 낱말 카드를 골라 표 하세요.
B,199,국어,뉴스를 시청한 적이 있나요? 보고 들은 내용을 말해 보세요.
B,200,국어,"다음 그림에서 사람들은 무엇을 사용하고 있나요?  인터넷으로 전자메일을 보냅니다.
인터넷에서는 새로운 소식을 빠르게 알 수 있습니다. 휴대 전화로 언제 어디서든 전화를 할 수 있습니다.
전 세계의 컴퓨터가 서로 연결된 통신망을 인터넷이라고 하고,
손에 들고 다니는 전화기를 휴대 전화 라고 해요."
B,201,국어," 다음 낱말의 뜻을 읽고 알맞은 낱말을 찾아 연결하세요. 전 세계의 컴퓨터가 서로 연결된 통신망  휴대 전화
손에 들고 다니는 전화기  인터넷"
B,202,국어,"다음 중 인터넷과 휴대 전화의 좋은 점에는 표, 나쁜 점에는 표 하세요.  자주 사용하면 눈이 나빠집니다. 
 심심할 때 즐겁게 이용할 수 있습니다.
 새로운 소식을 빠르게 얻을 수 있습니다. "
B,203,국어,휴대 전화와 인터넷을 이용하여 할 수 있는 일을 각각 1가지씩 말해 보세요.
B,204,국어,"다음 그림은 무엇을 하고 있는 것인지 이야기해 보세요. 인터넷에서 필요한 정보를 찾을 수 있습니다.
인터넷에서 찾은 정보는 사실인지 아닌지 확인해야 합니다. 저작권을 보호하기 위해서는 인터넷에 있는 글이나 그림을 함부로 베끼면 안 됩니다.
어떤 사실에 대해 정리한 지식이나 자료를 정보라고 해요.
글, 그림, 음악, 영화, 게임 등을 만든 사람이 자신이 만든 것에 대해
가지는 권리를 저작권이라고 해요."
B,205,국어,"다음 괄호 안에 들어갈 말로 알맞은 것에 표 하세요.  인터넷을 사용할 때에는 정보, 저작권을 를 보호해야 합니다.
인터넷에서 필요한 정보, 저작권을 를 찾을 수 있습니다. "
B,206,국어,"다음을 읽고 정보에 대한 설명은 표, 저작권에 대한 설명은 표 하세요. 글을 쓴 사람이 자기가 쓴 글에 대해 가지는 권리에요. 
사실인지 아닌지 확인하고 사용해야 해요. 
음악을 이용할 때에는 돈을 내야 해요. 
책이나 신문을 읽으면 얻을 수 있어요. "
B,207,국어,"오늘 날씨에 대한 정보를 확인할 수 있는 방법과 저작권을 지킬 수 있는 방법을
한 가지씩 말해 보세요."
B,208,국어,"다음 그림을 보고, 이곳은 어디인지 이야기해 보세요. 곰, 호랑이, 원숭이는 동물의 이름을 나타내는 말입니다.
화장실, 식당, 쓰레기통, 빗자루는 사물의 이름을 나타내는 말입니다.
‘걷다’, ‘부르다’, ‘울다’는 사람이나 사물의 이름을 나타내는 말이 아닙니다.
명사는 사람이나 동물 , 사물의 이름을
나타내는 말이라고 해요."
B,209,국어,"다음 중 사람이나 사물의 이름을 나타내는 말에  표해 보세요. 먹다 지하철 교과서
기린 우체국 웃다
달리다 날다 자다"
B,210,국어,지금 여러분 주위에 있는 사람이나 사물의 이름을 적어 보세요.
B,211,국어,"다음 그림을 보고, 무엇을 하고 있는지 이야기해 보세요. 교통수단의 움직임을 나타내는 말에는 버스가 달린다. 비행기가 날다. 등이 있습니다.
걷고, 뛰고, 달리는 것은 사람이나 동물의 움직임을 나타내는 말입니다.
동사는 사람이나 사물의 움직임을 나타내는 말이에요."
B,212,국어,"다음의 이름을 나타내는 말을 움직임을 나타내는 말로 바꾸어 보세요. 봄 보다 걷기 걷다
부름 달리기
쉼 쓰기"
B,213,국어,"이 글은 철수의 일기입니다. 움직임을 나타내는 말을 찾아서  표해 보세요. 오늘은 아침에 일어나서 학교에 갔다.
점심을 먹고 친구들과 놀았다.
빨리 방학이 오면 좋겠다."
B,214,국어,"다음 그림을 살펴보세요.  ‘넓다’는 마음이 넓다. 집이 넓다. 와 같이 성질이나 모양을 나타내는 말입니다.
꽃이 예쁘다. 학교가 아름답다.는 꽃과 학교의 성질을 나타내는 말입니다.
 키가 크다 얼굴이 작다 는 사람의 모양을 나타내는 말입니다.
형용사는 사람이나 사물의 성질이나 모양을
나타내는 말 이에요."
B,215,국어," 다음 낱말들 중에 성질이나 모양을 나타내는 말을 고르세요. 예쁘다 듣다 어렵다 쓰다
달리다 크다 웃기다 작다"
B,216,국어,"다음은 ‘원숭이 엉덩이는 빨개’ 동요의 가사입니다. 사람이나 사물의 성질이나
모양을 나타내는 말을 찾아  표해 보세요. 원숭이 엉덩이는 빨개. 빨가면 사과. 사과는 맛있어. 맛있으면 바나나
바나나는 길어. 길으면 기차. 기차는 빨라. 빠르면 비행기. 비행기는 높아"
B,217,국어,"다음 낱말들을 보고 바뀌는 부분과 바뀌지 않는 부분을 찾아보세요. 먹다 먹는다 먹었다 먹으면 먹겠다
밝다 밝고 밝으니 밝아서 밝은  먹는다, 먹었다, 먹으면, 먹겠다 등에서 모양이 바뀌지 않는 낱말은 ‘먹’입니다. 
밝고, 밝으니, 밝아서, 밝은 등에서 모양이 바뀌는 낱말은 ‘고, 으니, 아서, 은’입니다.
사람이나 사물의 움직임, 성질, 모양을 나타내는 말은 모양이 바뀌는 낱말과 바뀌지 않는
낱말이 있습니다. 낱말들 중에는 모양이 바뀌는 낱말과 모양이 바뀌지 않는 낱말이 있어요."
B,218,국어,"다음의 낱말들을 모양이 바뀌는 낱말과 모양이 바뀌지 않는 낱말로 구분해
보세요. 먹어서 먹  어서 달리고 달리  고
흔들리는 펼치면
찍어 팔아"
B,219,국어,"사람이나 사물의 움직임, 성질, 모양을 나타내는 말이 이름을 나타내는 말과 어떤
차이점이 있나요?"
B,220,국어,"다음 낱말들의 공통점을 찾아보세요. 가다 쓰다 오다 줍다 자라다 크다 아름답다 좋다 뱉다 기본형은 낱말을 대표하는 모양입니다.
사물이나 사람의 이름을 나타내는 말에는 기본형이 없습니다.
기본형은 사물이나 사람의 성질이나 모양, 움직임을 나타내는 말에 있습니다.
상황에 따라서 낱말의 모양이 바뀌는데 이를 대표하는 낱말을 기본형이라고 해요."
B,221,국어," 다음 글에서 파란색으로 쓴 낱말의 기본형을 써 보세요. 임금님은 옛날에 맛있게 먹었던 은어를 보고 반가워 얼른 한 점 집어 입에 넣었습니다. 그런데 임금님은 고개를 갸우뚱하더니 다시 한 번 다른
쪽 살을 한 점 집어서 맛을 보았습니다."
B,222,국어,모양이 바뀌는 낱말을 대표하는 형태를 무엇이라고 하나요?
B,223,국어,"다음을 읽어 보세요. 텔레비전으로 보는 것들, 컴퓨터로 보는 동영상, 만화 영화나 영화 같은 것들을 영상 매체라고 합니다.
독도에 관해 책으로 공부할 수 있지만 영상 매체를 통해서도 공부할 수 있습니다.
독도에 관한 영상 매체로는 독도에 대한 영화가 있습니다. "
B,224,국어," 다음에서 영상 매체에 관련 있는 것을 모두 골라 보세요. 텔레비전 광고 어린이 만화 영화
 국어사전  인터넷의 운동 경기 동영상"
B,225,국어,"영상 매체의 특징을 골라 보세요.  책으로 되어 있어요.
 글자로만 되어 있어요.
 움직이는 화면을 볼 수 있어요. 소리가 안 들리는 것이 대부분이에요"
B,226,국어,교실에서 볼 수 있는 영상 매체에는 어떤 것이 있나요?
B,227,국어,"다음을 읽어 보세요. 영화를 보거나 책을 보고 감동을 느낍니다.
 감동하면 눈물을 흘리기도 합니다.
마음이 움직이는 것을 감동이라고 해요.
 공감을 하면 시나 이야기를 잘 이해할 수 있습니다.
다른 사람의 말을 잘 듣고 공감하면 이야기를 잘 나눌 수 있습니다.
다른 사람의 생각이나 느낌을 자기도 같게 느끼는 것을 공감이라고 해요."
B,228,국어,"감동을 느낄 수 있는 것을 모두 골라 보세요. 아름다운 시를 읽을 때
  뉴스 프로그램에서 날씨를 알려줄 때
  주인공이 어려움을 이겨내는 영화를 볼 때
  다른 사람을 돕는 사람에 대한 텔레비전 프로그램을 볼 때"
B,229,국어,"관련 있는 것끼리 연결해 보세요. 마음이 움직이고 느끼는 것이에요. 공감
다른 사람의 생각이나 느낌을 이해하며 나도 함께
느끼는 거예요.  감동"
B,230,국어,감동적인 영화나 이야기를 알고 있으면 어떤 내용인지 이야기해 보세요.
B,231,국어,"다음은 ‘신데렐라’ 이야기의 한 장면이에요. 언제, 어디에서 일어난 일인지 말해
보세요. 이야기 속에서 사건이 벌어지는 시간을 시간적 배경이라고 하고,
사건이 벌어지는 장소를 공간적 배경이라고 해요."
B,232,국어,"위 그림을 보고, 다음 빈칸에 알맞은 말을 써 보세요. 신데렐라는 밤 12시가 되자 궁전 밖으로 뛰어나오다가 유리 구두를 떨어뜨립니다. 이
장면에서 배경은 ‘밤 12시’입니다. 배경은 궁전 밖입니다."
B,233,국어, 다음을 바르게 연결하세요. 시간적 배경  어디서  학교  공간적 배경  언제  아침
B,234,국어,내가 재미있게 읽은 책의 시간적 배경과 공간적 배경을 찾아보세요.
B,235,국어,"다음을 읽어 보세요. 요즘 운동장이 쓰레기로 너무 지저분합니다. 운동장 곳곳에 쓰레기통을 두면 좋겠습니다. 그렇게
하면 학생들이 쓰레기를 쓰레기통에 버릴 것이고 그러면 운동장이 깨끗해질 것이기 때문입니다.
글(가)에서 문제 상황은 운동장이 너무 지저분한 것입니다.
글(가)에서 제안은 쓰레기통을 두면 좋겠다는 것입니다.
글(가)에서 까닭은 쓰레기통을 설치하면 운동장이 깨끗해질 것이라고 생각하는 것입니다.
(나) 요즘 복도에서 뛰다가 다치는 학생들이 많습니다. 복도에서 뛰지 않고 조용히 다니면 좋겠습니다.
그러면 학생들이 넘어지거나 다치는 일이 적어질 것이기 때문입니다.
글(나)에서 문제 상황은 복도에서 다치는 학생들이 많다는 것입니다.
글(나)에서 제안은 복도에서 조용히 다니자는 것입니다.
글(나)에서 까닭은 학생들이 넘어지거나 다치는 일이 적어질 것이라고 생각하는 것입니다.
글(가), 글(나)와 같이 문제 상황, 제안, 까닭의 내용을 가진 글을 제안하는 글이라고 합니다.
고쳐야 되는, 문제를 일으키는 상태를 문제 상황이라고 해요.
이렇게 하면 좋겠다고 의견을 내는 것을 제안이라고 해요.
의견을 내는 이유를 까닭이라고 해요."
B,236,국어," 문제 상황, 제안, 까닭의 내용으로 된 글을 무엇이라고 하는지 골라 보세요. 소개하는 글  제안하는 글  마음을 전하는 글  새로운 소식을 알리는 글"
B,237,국어,"어울리는 것끼리 연결해 보세요.  놀이터에서 그네를 타려고 어린이들이
싸우는 일이 많습니다.  문제 상황
 놀이터에 그네를 더 만들면 좋겠습니다.  까닭
 그네를 더 만들면 어린이들이 싸우는 일
없이 잘 놀 수 있을 것이기 때문입니다.  제안"
B,238,국어,화장실이 너무 지저분한 문제 상황이 생겼어요. 여러분은 어떤 제안을 해 보겠어요?
B,239,국어,"다음을 읽어 보세요. 하늘에서 하얀 눈이 내립니다.
먼지 때문에 눈이 간지럽습니다.
차를 타고 다리를 건너갑니다.
많이 걸어서 다리가 아픕니다.
운동장에서 공을 찹니다.
얼음을 만지니 손이 찹니다.
위의 ‘눈’, ‘다리’, ‘찹니다’ 같은 낱말을 소리는 같지만 뜻이 다른 낱말이라고 해요."
B,240,국어,"빈 곳에 공통적으로 들어갈 낱말을 보기에서 찾아보세요. 배, 발, 타요, 써요   가 아파서 울었어요.
 가 정말 달고 맛있어요. 약이 너무 
 선생님께 편지를 "
B,241,국어,"빈 곳에 공통적으로 들어갈 낱말을 생각해서 써 넣어 보세요. 어려우면 위 문제의
보기를 참고하세요.  버스를 
 종이가 불에 
에 가시가 들어갔어요.
 창문에 을 쳤어요."
B,242,국어,"다음을 읽어 보세요. 오늘 점심을 맛있게 먹었습니다.
울지 않기로 마음을 먹었습니다.
나이를 한 살 더 먹었습니다.
바람이 부니 시원합니다.
축구공에 바람이 빠졌습니다.
공부는 않고 마음에 바람만 들었습니다.
위의 ‘먹었습니다’, ‘바람’ 같은 낱말은
한 낱말이 여러 가지 뜻으로 사용되는 경우의
낱말들입니다."
B,243,국어,"빈 곳에 공통적으로 들어갈 낱말을 보기에서 찾아보세요.  머리, 높다, 이, 섰다   물의 온도가 .
 하늘이 .
가 좋다.
 샴푸로 를 감았다."
B,244,국어,"빈 곳에 공통적으로 들어갈 낱말을 생각해서 써 넣어 보세요. 어려우면 위 문제의
보기를 참고하세요. 동생이 잠시 앉았다가 
 차가 움직이다가 
가 아파서 치과에 갔다.
 그릇에 가 나갔다."
B,245,국어,"민서가 쓴 감사 편지입니다. 같은 점과 다른 점은 무엇인지 살펴보세요.    왼쪽은 컴퓨터를 사용하여 글을 쓴 것이고, 오른쪽은 손으로 쓴 글입니다.
컴퓨터를 사용하여 글을 쓰면 편리한 점이 많이 있습니다.
컴퓨터를 사용하여 글을 쓰면 컴퓨터에 있는 사진이나 그림을 쉽게 넣을 수 있습니다.
컴퓨터를 사용한 글쓰기는 글의 내용을 더하거나, 지우거나, 옮겨서 고치기가 편리해요. "
B,246,국어," 다음 중 컴퓨터를 사용한 글쓰기의 특징이 아닌 것은?  여러 장 인쇄하기 쉽다.  글자의 모양을 바꾸기가 쉽다.
아주 커다란 글자도 인쇄할 수 있다.
사인펜, 색연필, 크레파스 등 다양한 재료로 글을 쓸 수 있다. "
B,247,국어,"컴퓨터를 사용한 글쓰기의 장점이 아닌 것은? 
같은 모양의 글자체로 계속 쓸 수 있다.
내용의 순서가 바뀌어도 쉽게 고쳐쓸 수 있다.
나의 손글씨를 보여줄 수 있다.
쓰다가 지워도 글자의 자국이 남지 않는다. "
B,248,국어,"민서는 키우던 강아지를 잃어버려서 강아지를 찾는다는 글을 붙이려고 합니다. 같은
내용으로 30장을 만들려고 할 때, 손으로 쓰는 방법과 컴퓨터를 사용한 글쓰기
중 더 편리한 방법은 무엇일까요?"
B,249,국어,"아래의 그림을 보고 무엇인지 이야기해 보세요.  예림이는 학예회에 사람들을 초대하기 위해 초대장을 만들었습니다.
 초대장에는 초대받는 사람, 초대하는 일의 내용, 날짜, 장소, 초대하는 사람이 들어가야
합니다.
 초대하는 일에는 생일잔치, 돌잔치, 학예회, 결혼식 등이 있습니다.
 어떤 자리나 모임에 참여해 달라고 적어서 보내는 글을 초대장이라고 합니다. "
B,250,국어," 다음 중 초대장을 보내는 경우를 두 가지 고르세요. 
 학교에서 시험을 볼 때
 학교에서 학예회가 열릴 때
 가족끼리 여행을 떠날 때
 동생의 돌잔치가 열릴 때"
B,251,국어," ‘초대장’과 가장 비슷한 뜻의 낱말을 찾으세요.
공연장 졸업장
주차장 초청장"
B,252,국어,나의 생일잔치에 친구들을 초대하려고 합니다. 초대장에 꼭 써야 할 내용은 무엇인가요?
B,253,국어,"아래와 같은 모습을 어디에서 볼 수 있나요?
컴퓨터로 글을 쓰면 글을 복사하고, 지우고, 글자 모양을 쉽게 바꿀
수 있습니다.
컴퓨터 편집 기능이 있어서 컴퓨터로 글을 쓰면 고쳐 쓰기가 쉽습니다.
컴퓨터 편집 기능을 이용하면 컴퓨터를 이용해 글을 쓸 때
글자 모양 바꾸기, 맞춤법 검사, 그림 넣기 등을 손쉽게 할 수 있어요. "
B,254,국어,"다음 빈칸에 들어갈 말은 무엇일까요?  동영상을 하여 우리 반 소개 자료를 만들었다.
 친구들이 쓴 글을 모아 을 하고, 책으로 만들었다.
 컴퓨터의 기능을 이용하여 글을 쉽게 고쳐 쓸 수 있었다. "
B,255,국어,"안에 알맞은 말을 써 보세요
컴퓨터에서 글을 작성하면 글을  할 수 있는 기능이 있습니다. "
B,256,국어,"시와 그림이 함께 있는 것을 본 적이 있나요?
 시화에는 시와 함께 시에 어울리는 그림이 있습니다.
 시에 있는 그림은 시의 내용을 표현하였습니다.
 시화는 시와 그림을 함께 나타낸 것입니다.
시와 함께 그린 그림을 시화라고 해요. "
B,257,국어,다음 중 시화는 어느 것인가요?
B,258,국어,‘시화’라는 낱말을 넣어 문장을 1개 만들어 보세요. 
B,259,국어,"다음과 같은 글을 무엇이라고 부를까요?
책을 읽고 주인공에게 쓴 편지
책을 읽고, 줄거리와 자신의 생각을 쓴 일기
책을 읽은 느낌을 시로 표현한 것
 독서 감상문은 책을 읽고 난 후 자신의 생각을 자유롭게 표현한 글입니다.
 독서 감상문을 쓰면 책의 내용을 오래 기억할 수 있고, 자신의 생각을 정리해 볼 수
있어서 좋습니다.
 독서 감상문에는 책을 읽게 된 까닭, 책의 줄거리, 책에서 인상적인 부분과 관련된
내용이 들어가면 좋습니다.
책을 읽고 자기 생각이나 느낌을 적은 글을 독서 감상문이라고 해요."
B,260,국어," 다음 중 독서 감상문이 아닌 것은 무엇인가요? 
책을 읽고, 중요한 장면을 만화로 표현했어요.
책을 읽고 나서 생각이나 느낌을 동시로 표현했어요.
내가 책의 주인공이었으면 어떻게 행동했을지 상상하여 표현했어요.
학교에서 현장 학습을 다녀와서 즐거웠던 일을 일기로 썼어요."
B,261,국어,"독서 감상문에 꼭 포함되어야 할 내용이 아닌 것은 무엇인가요? 
 책의 줄거리  책의 가격
 책을 읽게 된 이유  책을 읽고 난 후에 든 생각 "
B,262,국어,책을 읽고 자기 생각이나 느낌을 적은 글을 무엇이라고 하나요?
