question,label
"1. 다음 에 들어갈 말은 무엇일까요? 투표는 법 중 하나입니다. 손을 들거나 자리에서 일어나는 방법으로 할 수 있습니다. 은 찬성과 반대, 여러 의견 중에서 하나를 선택하는 방법도 있습니다.",-1
책을 읽고 자기 생각이나 느낌을 적은 글을 무엇이라고 하나요?,1
"다음 설명들 중 옳은 것을 낱말과 연결하세요. 절차  어떤 일을 마음대로 하는 것
 어떤 힘을 마음대로 쓰는 것.
 어떤 일을 순서대로 하는 것. ",0
어떤 일을 순서에 따라서 하는 것을 무엇이라고 하나요?,-1
"다음을 보고 친구들이 말한 문장이 어떻게 다른지 이야기해 보세요. 문장은 하나의 생각을 나타내는 기본 단위입니다.
 문장의 종류에 따라 전하고 싶은 뜻도 달라지고 상대방의 반응도 달라집니다.
 자신의 생각을 잘 전하려면 그에 알맞은 문장의 종류로 말해야 합니다. 문장의 종류에는 설명하는 문장, 무엇인가를 묻는 문장, 무엇을 하도록 시키는
문장, 함께 하기를 요청하는 문장, 느낌을 표현하는 문장이 있어요.
설명하는 문장은 어떤 것을 알기 쉽게 풀어서 말하는 문장이에요.
무엇인가를 묻는 문장은
듣는 사람에게 물어보고 대답을 들으려고 하는 문장이에요.
무엇을 하도록 시키는 문장은 무엇을 시키거나 행동하게 하는 문장이에요.
함께 하기를 요청하는 문장은 듣는 사람에게 어떤 것을 같이 하자고 부탁하는 문장이에요.
느낌을 표현하는 문장은 말하는 사람이 자기의 느낌을 드러내는 문장이에요.",1
"‘어휘 이해’에 나온 문장이 어느 상황에서 사용되었는지 알맞게 연결해 보세요. 승미야, 꽃이 활짝 피었어.  설명할 때
2) 와, 꽃이 정말 아름답구나! 무엇인가를 물어볼 때
3) 이 꽃의 이름이 뭐야?  무엇을 하도록 시킬 때
4) 얘들아, 같이 구경하자.  함께 하기를 요청할 때
5) 꽃을 꺾으면 안 돼.  느낌을 표현할 때 ",-1
"다음 문장을 문장의 종류에 맞게 연결해 보세요. 승미야, 꽃이 활짝 피었어.  무엇을 하도록 시키는 a문장
 와, 꽃이 정말 아름답구나!  설명하는 문장
 이 꽃의 이름이 뭐야?  무엇인가를 묻는 문장
 얘들아, 같이 구경하자.  느낌을 표현하는 문장
 꽃을 꺾으면 안 돼.  함께 하기를 요청하는 문장",-1
" 다음 그림을 보고, 어떤 말을 주고받을지 어울리는 것을 보기에서 찾아 모두
쓰세요. ?안녕? ?차 조심해라. ?너 숙제 다 했어?
?오늘은 일찍 왔구나! ?학교 다녀오겠습니다. ?우리 점심에 운동장에서 놀자.",1
어휘 연습’ 3번에 나온 문장을 보고 문장의 종류가 무엇인지 각각 말해 보세요.,-1
"다음을 보고 “너무 춥다.”에 담긴 뜻을 말해 보세요. “너무 춥다.”는 말은 너무 추워서 창문을 닫으면 좋겠다는 의도를 전하고 있습니다.
내 의도를 전하려면 상대방의 기분이나 상황을 생각해서 알맞은 문장의 종류로 말합니다.
말하기 전에 자신의 의도를 잘 전할 수 있는 문장이 무엇인지 생각해 봅니다.
의도는 무엇을 하고자 하는 마음속의 생각이나 계획이에요.",-1
" 은비는 지금 반 친구들에게 휴대 전화로 메시지를 보내고 있습니다. 은비가
말하고 싶은 의도는 무엇인가요?  다음 주에 학예회가 있는 거 다 알지? 그래서 내일 수업이 끝나고
춤과 노래를 같이 연습하기로 했어. 괜찮지?  학예회가 다음 주에 있다.
수업 시간에 같이 연습하고 싶다.
내일 수업이 끝나고 학예회가 있다.
내일 춤과 노래를 같이 연습하면 좋겠다.",0
"오늘 학교에 필통을 가져오지 않았어요. 친구에게 연필을 빌리려고 할 때, 어떻게
말하면 좋을까요?",-1
"다음을 보고, 지금 교실 안은 어떠한지 이야기해 보세요. 교실 안이 너무 시끄러워서 선생님께서 화가 난
상황입니다.
말을 하거나 들을 때 어떤 상황인지 알아야 상대방의
의도를 알 수 있습니다.
같은 말이어도 상황에 따라 다른 의미가 될 수
있습니다.
상황은 일이 진행되어 가는 형편이나 모양이에요.",0
"다음에서 같은 문장이 상황에 따라 의미가 달라지고 있어요. 상황에 어울리는 문장의 뜻을 연결해 보세요. 눈이 온다는 것을 설명할 때  무엇인가를 물어볼 때  눈이 와서 너무 기쁘다는
느낌을 표현할 때",-1
"내 방에서 숙제를 하고 있는데, 엄마께서 방문을 열더니 “밥 먹어.”라고 말씀하셨
어요. 이 말은 물어보는 상황인가요, 느낌을 표현하는 상황인가요, 무엇을 하도록
시키는 상황인가요?",1
"다음을 소리 내어 읽고, 문장의 끝 부분이 서로 어떻게 다른지 이야기해 보세요. 지금 책 읽어요. 무슨 책을 읽어요? 책 좀 읽어라.
같이 이 책을 읽자. 어려운 책을 읽는구나!  문장의 종류에 따라 문장의 끝맺음이 달라요.
말하는 사람의 의도와 상황에 따라 알맞은 문장으로 말해야 해요.",-1
다음 그림을 보고 상황에 맞는 말을 <보기>에서 골라 빈칸에 쓰세요.  자 니 어라 구나 어요,-1
"친구가 빌려 간 내 지우개를 다시 돌려 달라고 할 때, 어떻게 말하면 가장 좋을까요?
“지우개 내놔.”와 “지우개 다 썼으면 돌려줄래?”의 두 문장의 느낌이 각각 어떤지
말해 보세요.",0
"다음 글을 읽고, 무슨 내용인지 말해 보세요. 문단은 여러 문장이 모여 하나의 중심 내용을 나타내는 글의 한 부분입니다.
문단을 시작할 때 첫 칸을 들여 쓰고, 한 문단이 끝나면 줄을 바꿉니다. 위 글은 문단이
모두 두 개입니다.
각 문단의 구조는 중심 문장과 뒷받침 문장으로 이루어져 있습니다.
한 문단에는 중심 문장과 뒷받침 문장이 있고, 한 개의 중심 내용이 있어요.
문단이 어떻게 이루어져 있는지 살펴보는 것이 문단의 구조를 파악하는 거예요.",1
"다음을 읽고 빈칸에 알맞은 말을 <보기>에서 찾아 쓰세요. 문단은 중심 생각을 나타내는 ㉠ 과 그것을 설명해 주는  으로
이루어져 있어요.  은 문단에서 가장 중요한 문장이고, 이
도와주는 문장이에요.
 구조 문단 문장 중심 문장 뒷받침 문장 ",0
"다음 문단에서 중심 문장에 밑줄을 그으세요. 나는 여름을 좋아합니다. 여름에는 시원하게 수영도 하고 맛있는 수박도 먹을 수 있기
때문입니다. 그리고 여름 방학마다 가족들과 함께 여행을 갈 수 있어서 정말 좋습니다.",-1
2번 글에서 뒷받침 문장은 무엇인지 찾아서 읽어 보세요.,-1
"다음을 보고, 현이의 말에서 가장 중요한 내용은 무엇인지 말해 보세요.  다른 사람의 말을 듣거나 글을 읽을 때는 중심 생각을 찾아야 합니다.
글을 읽을 때 글쓴이가 하려는 말이 무엇인지 찾는 것이 바로 중심 생각을 찾는 것입니다.
각 문단의 중심 내용을 바탕으로 글을 간추리면 전체 글의 중심 생각을 알 수 있습니다.
중심 생각은 중심이 되는 생각이에요.
글쓴이가 글에서 말하고자 하는 가장 중요한 내용이에요.",0
"다음을 읽고 빈칸에 알맞은 말을 쓰세요. 글에는 글쓴이가 하고 싶은 말이 담겨 있습니다. 글에서 가장 중요한
내용입니다. 그것이 바로  입니다. 먼저  의 중심 내용을
파악하고 글의 내용을 간추리면, 글의  을 찾을 수 있습니다.",1
"‘아침에 선생님의 훈화를 5분 동안 들은 후, 그 내용을 한 문장으로 정리하려고
합니다. 이것이 훈화의 을 찾는 것입니다.’ 빈칸에 들어갈 말은 무엇
인가요?",0
"다음을 보고 무엇을 하고 있는지 이야기해 보세요. - 화가가 그린 그림, 시인이 쓴 시, 소설가가 쓴 소설은 모두 작품입니다.
우리는 시나 이야기로 된 작품을 읽고 생각과 느낌을 말할 수 있습니다.
사람마다 작품에 대한 생각이나 느낌이 다릅니다.
작품은 그림, 조각, 시, 소설 등 새롭게 만들어 낸 것이에요.",0
" 다음 빈칸에 알맞은 말을 쓰세요. 그림, 조각 ?미술 
시, 소설 문학 ",1
" 다음 그림과 어울리는 것을 연결해 보세요. 조각  미술 작품
그림  소설  문학 작품",-1
여러분이 최근에 본 작품이 있으면 하나만 말해 보세요.,1
"다음을 보고 친구들이 무엇을 하고 있는지 말해 보세요. 책을 다 읽은 후 친구들과 독서 토론을 했습니다.
같은 작품을 읽었지만 독서 토론에서 서로 다른 생각을 이야기했습니다.
독서 토론에서 알맞은 까닭을 들어서 내 생각을 말했습니다.
독서 토론을 할 때는 말 차례를 잘 지켜서 한 사람씩 자신의 생각을 말해야 합니다.
독서 토론은 독서를 한 후에 여럿이 모여서
읽은 내용에 대해 서로 다른 생각을 이야기하는 거예요.",1
"다음을 읽고 맞는 것에 표 하세요. 독서 토론은 책을 읽기 전  읽은 후에 하는 것입니다.
이야기의 내용에 대한 자신의 생각은 모두 똑같아야 합니다  서로
다를 수 있습니다 
3) 독서 토론에서는 ( 알맞은 까닭을 들어 / 아주 큰 목소리로 ) 말해야 합니다.",-1
"다음에서 친구들이 책을 읽은 후 독서 토론을 하고 있습니다. 그런데 무슨 일이
일어난 걸까요? 그림을 보고 빈칸에 알맞은 말을 써 보세요. 독서 토론을 할 때는 자기 말만 하려고 하면
안 됩니다. 한 사람씩 차례대로 말해야
합니다. 를 잘 지켜야 합니다.",1
독서 토론을 할 때 지켜야 할 것들을 모두 말해 보세요.,1
"다음 그림은 무엇을 하는 것인지 이야기해 보세요. 가족과 함께 뉴스를 시청하였습니다.
뉴스를 통해 오늘 일어난 새로운 소식들을 알 수 있습니다.
뉴스에서 내일의 날씨를 들었습니다.
텔레비전의 드라마를 시청합니다.
텔레비전 시청을 오래하면 눈이 나빠집니다. 새로운 소식을 뉴스 라고 해요.
텔레비전 방송을 눈으로 보고 귀로 듣는 것을 시청이라고 해요.",0
"다음 낱말의 뜻을 바르게 연결하세요. 뉴스  방송을 보고 듣는 것
 시청  새로운 소식",-1
다음 문장에서 빈칸에 들어갈 말을 써 보세요. 에서는 우리나라뿐만 아니라 다른 나라의 소식도 전합니다.,1
다음 중 빈칸에 ‘시청’이 들어갈 수 없는 낱말 카드를 골라 표 하세요.,0
뉴스를 시청한 적이 있나요? 보고 들은 내용을 말해 보세요.,0
"다음 그림에서 사람들은 무엇을 사용하고 있나요?  인터넷으로 전자메일을 보냅니다.
인터넷에서는 새로운 소식을 빠르게 알 수 있습니다. 휴대 전화로 언제 어디서든 전화를 할 수 있습니다.
전 세계의 컴퓨터가 서로 연결된 통신망을 인터넷이라고 하고,
손에 들고 다니는 전화기를 휴대 전화 라고 해요.",0
" 다음 낱말의 뜻을 읽고 알맞은 낱말을 찾아 연결하세요. 전 세계의 컴퓨터가 서로 연결된 통신망  휴대 전화
손에 들고 다니는 전화기  인터넷",1
"다음 중 인터넷과 휴대 전화의 좋은 점에는 표, 나쁜 점에는 표 하세요.  자주 사용하면 눈이 나빠집니다. 
 심심할 때 즐겁게 이용할 수 있습니다.
 새로운 소식을 빠르게 얻을 수 있습니다. ",1
휴대 전화와 인터넷을 이용하여 할 수 있는 일을 각각 1가지씩 말해 보세요.,1
"다음 그림은 무엇을 하고 있는 것인지 이야기해 보세요. 인터넷에서 필요한 정보를 찾을 수 있습니다.
인터넷에서 찾은 정보는 사실인지 아닌지 확인해야 합니다. 저작권을 보호하기 위해서는 인터넷에 있는 글이나 그림을 함부로 베끼면 안 됩니다.
어떤 사실에 대해 정리한 지식이나 자료를 정보라고 해요.
글, 그림, 음악, 영화, 게임 등을 만든 사람이 자신이 만든 것에 대해
가지는 권리를 저작권이라고 해요.",1
"다음 괄호 안에 들어갈 말로 알맞은 것에 표 하세요.  인터넷을 사용할 때에는 정보, 저작권을 를 보호해야 합니다.
인터넷에서 필요한 정보, 저작권을 를 찾을 수 있습니다. ",1
"다음을 읽고 정보에 대한 설명은 표, 저작권에 대한 설명은 표 하세요. 글을 쓴 사람이 자기가 쓴 글에 대해 가지는 권리에요. 
사실인지 아닌지 확인하고 사용해야 해요. 
음악을 이용할 때에는 돈을 내야 해요. 
책이나 신문을 읽으면 얻을 수 있어요. ",1
"오늘 날씨에 대한 정보를 확인할 수 있는 방법과 저작권을 지킬 수 있는 방법을
한 가지씩 말해 보세요.",1
"다음 그림을 보고, 이곳은 어디인지 이야기해 보세요. 곰, 호랑이, 원숭이는 동물의 이름을 나타내는 말입니다.
화장실, 식당, 쓰레기통, 빗자루는 사물의 이름을 나타내는 말입니다.
‘걷다’, ‘부르다’, ‘울다’는 사람이나 사물의 이름을 나타내는 말이 아닙니다.
명사는 사람이나 동물 , 사물의 이름을
나타내는 말이라고 해요.",-1
"다음 중 사람이나 사물의 이름을 나타내는 말에  표해 보세요. 먹다 지하철 교과서
기린 우체국 웃다
달리다 날다 자다",1
지금 여러분 주위에 있는 사람이나 사물의 이름을 적어 보세요.,0
"다음 그림을 보고, 무엇을 하고 있는지 이야기해 보세요. 교통수단의 움직임을 나타내는 말에는 버스가 달린다. 비행기가 날다. 등이 있습니다.
걷고, 뛰고, 달리는 것은 사람이나 동물의 움직임을 나타내는 말입니다.
동사는 사람이나 사물의 움직임을 나타내는 말이에요.",0
"다음의 이름을 나타내는 말을 움직임을 나타내는 말로 바꾸어 보세요. 봄 보다 걷기 걷다
부름 달리기
쉼 쓰기",0
"이 글은 철수의 일기입니다. 움직임을 나타내는 말을 찾아서  표해 보세요. 오늘은 아침에 일어나서 학교에 갔다.
점심을 먹고 친구들과 놀았다.
빨리 방학이 오면 좋겠다.",1
"다음 그림을 살펴보세요.  ‘넓다’는 마음이 넓다. 집이 넓다. 와 같이 성질이나 모양을 나타내는 말입니다.
꽃이 예쁘다. 학교가 아름답다.는 꽃과 학교의 성질을 나타내는 말입니다.
 키가 크다 얼굴이 작다 는 사람의 모양을 나타내는 말입니다.
형용사는 사람이나 사물의 성질이나 모양을
나타내는 말 이에요.",-1
" 다음 낱말들 중에 성질이나 모양을 나타내는 말을 고르세요. 예쁘다 듣다 어렵다 쓰다
달리다 크다 웃기다 작다",1
"다음은 ‘원숭이 엉덩이는 빨개’ 동요의 가사입니다. 사람이나 사물의 성질이나
모양을 나타내는 말을 찾아  표해 보세요. 원숭이 엉덩이는 빨개. 빨가면 사과. 사과는 맛있어. 맛있으면 바나나
바나나는 길어. 길으면 기차. 기차는 빨라. 빠르면 비행기. 비행기는 높아",1
"다음 낱말들을 보고 바뀌는 부분과 바뀌지 않는 부분을 찾아보세요. 먹다 먹는다 먹었다 먹으면 먹겠다
밝다 밝고 밝으니 밝아서 밝은  먹는다, 먹었다, 먹으면, 먹겠다 등에서 모양이 바뀌지 않는 낱말은 ‘먹’입니다. 
밝고, 밝으니, 밝아서, 밝은 등에서 모양이 바뀌는 낱말은 ‘고, 으니, 아서, 은’입니다.
사람이나 사물의 움직임, 성질, 모양을 나타내는 말은 모양이 바뀌는 낱말과 바뀌지 않는
낱말이 있습니다. 낱말들 중에는 모양이 바뀌는 낱말과 모양이 바뀌지 않는 낱말이 있어요.",0
"다음의 낱말들을 모양이 바뀌는 낱말과 모양이 바뀌지 않는 낱말로 구분해
보세요. 먹어서 먹  어서 달리고 달리  고
흔들리는 펼치면
찍어 팔아",1
"사람이나 사물의 움직임, 성질, 모양을 나타내는 말이 이름을 나타내는 말과 어떤
차이점이 있나요?",1
"다음 낱말들의 공통점을 찾아보세요. 가다 쓰다 오다 줍다 자라다 크다 아름답다 좋다 뱉다 기본형은 낱말을 대표하는 모양입니다.
사물이나 사람의 이름을 나타내는 말에는 기본형이 없습니다.
기본형은 사물이나 사람의 성질이나 모양, 움직임을 나타내는 말에 있습니다.
상황에 따라서 낱말의 모양이 바뀌는데 이를 대표하는 낱말을 기본형이라고 해요.",1
" 다음 글에서 파란색으로 쓴 낱말의 기본형을 써 보세요. 임금님은 옛날에 맛있게 먹었던 은어를 보고 반가워 얼른 한 점 집어 입에 넣었습니다. 그런데 임금님은 고개를 갸우뚱하더니 다시 한 번 다른
쪽 살을 한 점 집어서 맛을 보았습니다.",0
모양이 바뀌는 낱말을 대표하는 형태를 무엇이라고 하나요?,1
"다음을 읽어 보세요. 텔레비전으로 보는 것들, 컴퓨터로 보는 동영상, 만화 영화나 영화 같은 것들을 영상 매체라고 합니다.
독도에 관해 책으로 공부할 수 있지만 영상 매체를 통해서도 공부할 수 있습니다.
독도에 관한 영상 매체로는 독도에 대한 영화가 있습니다. ",1
" 다음에서 영상 매체에 관련 있는 것을 모두 골라 보세요. 텔레비전 광고 어린이 만화 영화
 국어사전  인터넷의 운동 경기 동영상",0
"영상 매체의 특징을 골라 보세요.  책으로 되어 있어요.
 글자로만 되어 있어요.
 움직이는 화면을 볼 수 있어요. 소리가 안 들리는 것이 대부분이에요",1
교실에서 볼 수 있는 영상 매체에는 어떤 것이 있나요?,0
"다음을 읽어 보세요. 영화를 보거나 책을 보고 감동을 느낍니다.
 감동하면 눈물을 흘리기도 합니다.
마음이 움직이는 것을 감동이라고 해요.
 공감을 하면 시나 이야기를 잘 이해할 수 있습니다.
다른 사람의 말을 잘 듣고 공감하면 이야기를 잘 나눌 수 있습니다.
다른 사람의 생각이나 느낌을 자기도 같게 느끼는 것을 공감이라고 해요.",0
"감동을 느낄 수 있는 것을 모두 골라 보세요. 아름다운 시를 읽을 때
  뉴스 프로그램에서 날씨를 알려줄 때
  주인공이 어려움을 이겨내는 영화를 볼 때
  다른 사람을 돕는 사람에 대한 텔레비전 프로그램을 볼 때",0
"관련 있는 것끼리 연결해 보세요. 마음이 움직이고 느끼는 것이에요. 공감
다른 사람의 생각이나 느낌을 이해하며 나도 함께
느끼는 거예요.  감동",1
감동적인 영화나 이야기를 알고 있으면 어떤 내용인지 이야기해 보세요.,1
"다음은 ‘신데렐라’ 이야기의 한 장면이에요. 언제, 어디에서 일어난 일인지 말해
보세요. 이야기 속에서 사건이 벌어지는 시간을 시간적 배경이라고 하고,
사건이 벌어지는 장소를 공간적 배경이라고 해요.",1
"위 그림을 보고, 다음 빈칸에 알맞은 말을 써 보세요. 신데렐라는 밤 12시가 되자 궁전 밖으로 뛰어나오다가 유리 구두를 떨어뜨립니다. 이
장면에서 배경은 ‘밤 12시’입니다. 배경은 궁전 밖입니다.",0
 다음을 바르게 연결하세요. 시간적 배경  어디서  학교  공간적 배경  언제  아침,0
내가 재미있게 읽은 책의 시간적 배경과 공간적 배경을 찾아보세요.,1
"다음을 읽어 보세요. 요즘 운동장이 쓰레기로 너무 지저분합니다. 운동장 곳곳에 쓰레기통을 두면 좋겠습니다. 그렇게
하면 학생들이 쓰레기를 쓰레기통에 버릴 것이고 그러면 운동장이 깨끗해질 것이기 때문입니다.
글(가)에서 문제 상황은 운동장이 너무 지저분한 것입니다.
글(가)에서 제안은 쓰레기통을 두면 좋겠다는 것입니다.
글(가)에서 까닭은 쓰레기통을 설치하면 운동장이 깨끗해질 것이라고 생각하는 것입니다.
(나) 요즘 복도에서 뛰다가 다치는 학생들이 많습니다. 복도에서 뛰지 않고 조용히 다니면 좋겠습니다.
그러면 학생들이 넘어지거나 다치는 일이 적어질 것이기 때문입니다.
글(나)에서 문제 상황은 복도에서 다치는 학생들이 많다는 것입니다.
글(나)에서 제안은 복도에서 조용히 다니자는 것입니다.
글(나)에서 까닭은 학생들이 넘어지거나 다치는 일이 적어질 것이라고 생각하는 것입니다.
글(가), 글(나)와 같이 문제 상황, 제안, 까닭의 내용을 가진 글을 제안하는 글이라고 합니다.
고쳐야 되는, 문제를 일으키는 상태를 문제 상황이라고 해요.
이렇게 하면 좋겠다고 의견을 내는 것을 제안이라고 해요.
의견을 내는 이유를 까닭이라고 해요.",-1
" 문제 상황, 제안, 까닭의 내용으로 된 글을 무엇이라고 하는지 골라 보세요. 소개하는 글  제안하는 글  마음을 전하는 글  새로운 소식을 알리는 글",0
"어울리는 것끼리 연결해 보세요.  놀이터에서 그네를 타려고 어린이들이
싸우는 일이 많습니다.  문제 상황
 놀이터에 그네를 더 만들면 좋겠습니다.  까닭
 그네를 더 만들면 어린이들이 싸우는 일
없이 잘 놀 수 있을 것이기 때문입니다.  제안",-1
화장실이 너무 지저분한 문제 상황이 생겼어요. 여러분은 어떤 제안을 해 보겠어요?,0
"다음을 읽어 보세요. 하늘에서 하얀 눈이 내립니다.
먼지 때문에 눈이 간지럽습니다.
차를 타고 다리를 건너갑니다.
많이 걸어서 다리가 아픕니다.
운동장에서 공을 찹니다.
얼음을 만지니 손이 찹니다.
위의 ‘눈’, ‘다리’, ‘찹니다’ 같은 낱말을 소리는 같지만 뜻이 다른 낱말이라고 해요.",1
"빈 곳에 공통적으로 들어갈 낱말을 보기에서 찾아보세요. 배, 발, 타요, 써요   가 아파서 울었어요.
 가 정말 달고 맛있어요. 약이 너무 
 선생님께 편지를 ",1
"빈 곳에 공통적으로 들어갈 낱말을 생각해서 써 넣어 보세요. 어려우면 위 문제의
보기를 참고하세요.  버스를 
 종이가 불에 
에 가시가 들어갔어요.
 창문에 을 쳤어요.",-1
"다음을 읽어 보세요. 오늘 점심을 맛있게 먹었습니다.
울지 않기로 마음을 먹었습니다.
나이를 한 살 더 먹었습니다.
바람이 부니 시원합니다.
축구공에 바람이 빠졌습니다.
공부는 않고 마음에 바람만 들었습니다.
위의 ‘먹었습니다’, ‘바람’ 같은 낱말은
한 낱말이 여러 가지 뜻으로 사용되는 경우의
낱말들입니다.",1
"빈 곳에 공통적으로 들어갈 낱말을 보기에서 찾아보세요.  머리, 높다, 이, 섰다   물의 온도가 .
 하늘이 .
가 좋다.
 샴푸로 를 감았다.",0
"빈 곳에 공통적으로 들어갈 낱말을 생각해서 써 넣어 보세요. 어려우면 위 문제의
보기를 참고하세요. 동생이 잠시 앉았다가 
 차가 움직이다가 
가 아파서 치과에 갔다.
 그릇에 가 나갔다.",0
"민서가 쓴 감사 편지입니다. 같은 점과 다른 점은 무엇인지 살펴보세요.    왼쪽은 컴퓨터를 사용하여 글을 쓴 것이고, 오른쪽은 손으로 쓴 글입니다.
컴퓨터를 사용하여 글을 쓰면 편리한 점이 많이 있습니다.
컴퓨터를 사용하여 글을 쓰면 컴퓨터에 있는 사진이나 그림을 쉽게 넣을 수 있습니다.
컴퓨터를 사용한 글쓰기는 글의 내용을 더하거나, 지우거나, 옮겨서 고치기가 편리해요. ",1
" 다음 중 컴퓨터를 사용한 글쓰기의 특징이 아닌 것은?  여러 장 인쇄하기 쉽다.  글자의 모양을 바꾸기가 쉽다.
아주 커다란 글자도 인쇄할 수 있다.
사인펜, 색연필, 크레파스 등 다양한 재료로 글을 쓸 수 있다. ",0
"컴퓨터를 사용한 글쓰기의 장점이 아닌 것은? 
같은 모양의 글자체로 계속 쓸 수 있다.
내용의 순서가 바뀌어도 쉽게 고쳐쓸 수 있다.
나의 손글씨를 보여줄 수 있다.
쓰다가 지워도 글자의 자국이 남지 않는다. ",1
"민서는 키우던 강아지를 잃어버려서 강아지를 찾는다는 글을 붙이려고 합니다. 같은
내용으로 30장을 만들려고 할 때, 손으로 쓰는 방법과 컴퓨터를 사용한 글쓰기
중 더 편리한 방법은 무엇일까요?",-1
"아래의 그림을 보고 무엇인지 이야기해 보세요.  예림이는 학예회에 사람들을 초대하기 위해 초대장을 만들었습니다.
 초대장에는 초대받는 사람, 초대하는 일의 내용, 날짜, 장소, 초대하는 사람이 들어가야
합니다.
 초대하는 일에는 생일잔치, 돌잔치, 학예회, 결혼식 등이 있습니다.
 어떤 자리나 모임에 참여해 달라고 적어서 보내는 글을 초대장이라고 합니다. ",-1
" 다음 중 초대장을 보내는 경우를 두 가지 고르세요. 
 학교에서 시험을 볼 때
 학교에서 학예회가 열릴 때
 가족끼리 여행을 떠날 때
 동생의 돌잔치가 열릴 때",0
" ‘초대장’과 가장 비슷한 뜻의 낱말을 찾으세요.
공연장 졸업장
주차장 초청장",0
나의 생일잔치에 친구들을 초대하려고 합니다. 초대장에 꼭 써야 할 내용은 무엇인가요?,0
"아래와 같은 모습을 어디에서 볼 수 있나요?
컴퓨터로 글을 쓰면 글을 복사하고, 지우고, 글자 모양을 쉽게 바꿀
수 있습니다.
컴퓨터 편집 기능이 있어서 컴퓨터로 글을 쓰면 고쳐 쓰기가 쉽습니다.
컴퓨터 편집 기능을 이용하면 컴퓨터를 이용해 글을 쓸 때
글자 모양 바꾸기, 맞춤법 검사, 그림 넣기 등을 손쉽게 할 수 있어요. ",0
"다음 빈칸에 들어갈 말은 무엇일까요?  동영상을 하여 우리 반 소개 자료를 만들었다.
 친구들이 쓴 글을 모아 을 하고, 책으로 만들었다.
 컴퓨터의 기능을 이용하여 글을 쉽게 고쳐 쓸 수 있었다. ",-1
"안에 알맞은 말을 써 보세요
컴퓨터에서 글을 작성하면 글을  할 수 있는 기능이 있습니다. ",-1
"시와 그림이 함께 있는 것을 본 적이 있나요?
 시화에는 시와 함께 시에 어울리는 그림이 있습니다.
 시에 있는 그림은 시의 내용을 표현하였습니다.
 시화는 시와 그림을 함께 나타낸 것입니다.
시와 함께 그린 그림을 시화라고 해요. ",-1
다음 중 시화는 어느 것인가요?,-1
‘시화’라는 낱말을 넣어 문장을 1개 만들어 보세요. ,0
"다음과 같은 글을 무엇이라고 부를까요?
책을 읽고 주인공에게 쓴 편지
책을 읽고, 줄거리와 자신의 생각을 쓴 일기
책을 읽은 느낌을 시로 표현한 것
 독서 감상문은 책을 읽고 난 후 자신의 생각을 자유롭게 표현한 글입니다.
 독서 감상문을 쓰면 책의 내용을 오래 기억할 수 있고, 자신의 생각을 정리해 볼 수
있어서 좋습니다.
 독서 감상문에는 책을 읽게 된 까닭, 책의 줄거리, 책에서 인상적인 부분과 관련된
내용이 들어가면 좋습니다.
책을 읽고 자기 생각이나 느낌을 적은 글을 독서 감상문이라고 해요.",1
" 다음 중 독서 감상문이 아닌 것은 무엇인가요? 
책을 읽고, 중요한 장면을 만화로 표현했어요.
책을 읽고 나서 생각이나 느낌을 동시로 표현했어요.
내가 책의 주인공이었으면 어떻게 행동했을지 상상하여 표현했어요.
학교에서 현장 학습을 다녀와서 즐거웠던 일을 일기로 썼어요.",1
"독서 감상문에 꼭 포함되어야 할 내용이 아닌 것은 무엇인가요? 
 책의 줄거리  책의 가격
 책을 읽게 된 이유  책을 읽고 난 후에 든 생각 ",1
책을 읽고 자기 생각이나 느낌을 적은 글을 무엇이라고 하나요?,1
"아래의 문장을 크게 읽어 보세요.
작품은 창작 활동으로 만든 결과물로 그림, 영화, 소설과 같이 다양한 형태입니다.
그림, 영화, 소설에는 등장인물이 있습니다.
작품에는 등장인물이 대부분 있습니다.
작품은 창작 활동으로 만든 결과물이에요.
작품에 나타나는 인물을 등장인물 이라고 해요.",0
"다음 그림을 보고, 이 남자가 무슨 생각을 하고 있을지 적어 보세요.
돈이 많아서
너무 좋군
인물의 말과 행동을 통해서 인물의 생각을 짐작할 수 있어요.",1
"다음 인물의 말을 읽고 생각을 짐작해 보세요.
흥부의 말 놀부 형님께 밥을 얻으러 갔다 오겠소.
흥부의 생각
엄마의 말 오늘 학교에서 성적표 나오는 날이지
엄마의 생각",0
다음의 말로 짐작할 수 있는 것은 무엇인가요 난 친구가 많아서 행복해요 엄마가 너무 힘들어 보여요.,0
"다음 글을 순서대로 읽어 보세요.
개미는 부지런하고 베짱이는 놀기 좋아합니다.
봄 여름 가을 동안 개미는 열심히 일을 해서 곡식을 쌓아 두었습니다.
베짱이는 일을 하지 않고 놀기만 했습니다.
추운 겨울날 베짱이는 곡식이 없어서 개미를 찾아갑니다.
위의 글을 순서대로 읽으면 이야기의 흐름을 알 수 있어요.",0
"다음 안에 알맞은 낱말을 써 보세요.
일정한 방향으로 진행되는 현상을 이라고 해요. 친구가 대화 중에 엉뚱한 이야기를 한다면 대화의 깨진다고 해요.",1
"다음 안에 알맞은 낱말을 써 보세요.
흐름을 생각하면서 글을 읽는 것이 좋아요.
이야기의 생각하면 인물의 생각을 잘 알 수 있어요.
흐름을 알면 이야기를 잘 정리할 수 있어요.",1
이야기가 일정한 방향으로 진행되는 것을 무엇이라고 하나요?,1
